longitude,latitude,time,station,wmo_platform_code,T_25
degrees_east,degrees_north,UTC,,,degree_C
350.0,-6.0,2015-05-30T12:00:00Z,6s10w,15006,27.58
350.0,-6.0,2015-05-31T12:00:00Z,6s10w,15006,27.52
8.0,-6.0,2015-05-23T12:00:00Z,6s8e,15007,28.84
8.0,-6.0,2015-05-24T12:00:00Z,6s8e,15007,28.62
8.0,-6.0,2015-05-25T12:00:00Z,6s8e,15007,28.38
8.0,-6.0,2015-05-26T12:00:00Z,6s8e,15007,28.13
8.0,-6.0,2015-05-27T12:00:00Z,6s8e,15007,27.9
8.0,-6.0,2015-05-28T12:00:00Z,6s8e,15007,27.58
8.0,-6.0,2015-05-29T12:00:00Z,6s8e,15007,27.36
8.0,-6.0,2015-05-30T12:00:00Z,6s8e,15007,27.32
8.0,-6.0,2015-05-31T12:00:00Z,6s8e,15007,27.33
250.0,8.0,2015-05-23T12:00:00Z,8n110w,43001,29.883947
250.0,8.0,2015-05-24T12:00:00Z,8n110w,43001,29.608576
250.0,8.0,2015-05-25T12:00:00Z,8n110w,43001,29.631971
250.0,8.0,2015-05-26T12:00:00Z,8n110w,43001,29.652887
250.0,8.0,2015-05-27T12:00:00Z,8n110w,43001,29.482933
250.0,8.0,2015-05-28T12:00:00Z,8n110w,43001,29.359447
250.0,8.0,2015-05-29T12:00:00Z,8n110w,43001,29.25183
250.0,8.0,2015-05-30T12:00:00Z,8n110w,43001,29.156487
250.0,8.0,2015-05-31T12:00:00Z,8n110w,43001,29.307562
235.0,8.0,2015-05-23T12:00:00Z,8n125w,51307,28.923927
235.0,8.0,2015-05-24T12:00:00Z,8n125w,51307,29.164425
235.0,8.0,2015-05-25T12:00:00Z,8n125w,51307,29.284992
235.0,8.0,2015-05-26T12:00:00Z,8n125w,51307,29.326374
235.0,8.0,2015-05-27T12:00:00Z,8n125w,51307,29.135735
235.0,8.0,2015-05-28T12:00:00Z,8n125w,51307,28.947475
235.0,8.0,2015-05-29T12:00:00Z,8n125w,51307,28.988722
235.0,8.0,2015-05-30T12:00:00Z,8n125w,51307,28.801704
235.0,8.0,2015-05-31T12:00:00Z,8n125w,51307,28.950443
137.0,8.0,2015-05-23T12:00:00Z,8n137e,52087,29.97
137.0,8.0,2015-05-24T12:00:00Z,8n137e,52087,30.26
137.0,8.0,2015-05-25T12:00:00Z,8n137e,52087,30.09
137.0,8.0,2015-05-26T12:00:00Z,8n137e,52087,30.33
137.0,8.0,2015-05-27T12:00:00Z,8n137e,52087,30.58
137.0,8.0,2015-05-28T12:00:00Z,8n137e,52087,30.53
137.0,8.0,2015-05-29T12:00:00Z,8n137e,52087,30.78
137.0,8.0,2015-05-30T12:00:00Z,8n137e,52087,30.24
137.0,8.0,2015-05-31T12:00:00Z,8n137e,52087,30.48
205.0,8.0,2015-05-23T12:00:00Z,8n155w,51301,28.720001
205.0,8.0,2015-05-24T12:00:00Z,8n155w,51301,28.764973
205.0,8.0,2015-05-25T12:00:00Z,8n155w,51301,28.734829
205.0,8.0,2015-05-26T12:00:00Z,8n155w,51301,28.715246
205.0,8.0,2015-05-27T12:00:00Z,8n155w,51301,28.542665
205.0,8.0,2015-05-28T12:00:00Z,8n155w,51301,28.759396
205.0,8.0,2015-05-29T12:00:00Z,8n155w,51301,28.766455
205.0,8.0,2015-05-30T12:00:00Z,8n155w,51301,28.410717
205.0,8.0,2015-05-31T12:00:00Z,8n155w,51301,28.651447
165.0,8.0,2015-05-23T12:00:00Z,8n165e,52006,29.11397
165.0,8.0,2015-05-24T12:00:00Z,8n165e,52006,29.311914
165.0,8.0,2015-05-25T12:00:00Z,8n165e,52006,29.336916
165.0,8.0,2015-05-26T12:00:00Z,8n165e,52006,29.020802
165.0,8.0,2015-05-27T12:00:00Z,8n165e,52006,29.236433
165.0,8.0,2015-05-28T12:00:00Z,8n165e,52006,29.461721
165.0,8.0,2015-05-29T12:00:00Z,8n165e,52006,29.036846
165.0,8.0,2015-05-30T12:00:00Z,8n165e,52006,28.89363
165.0,8.0,2015-05-31T12:00:00Z,8n165e,52006,29.14238
190.0,8.0,2015-05-23T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-24T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-25T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-26T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-27T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-28T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-29T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-30T12:00:00Z,8n170w,51309,NaN
190.0,8.0,2015-05-31T12:00:00Z,8n170w,51309,NaN
180.0,8.0,2015-05-23T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-24T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-25T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-26T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-27T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-28T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-29T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-30T12:00:00Z,8n180w,52315,NaN
180.0,8.0,2015-05-31T12:00:00Z,8n180w,52315,NaN
322.0,8.0,2015-05-23T12:00:00Z,8n38w,13009,26.77
322.0,8.0,2015-05-24T12:00:00Z,8n38w,13009,26.75
322.0,8.0,2015-05-25T12:00:00Z,8n38w,13009,26.67
322.0,8.0,2015-05-26T12:00:00Z,8n38w,13009,26.61
322.0,8.0,2015-05-27T12:00:00Z,8n38w,13009,26.61
322.0,8.0,2015-05-28T12:00:00Z,8n38w,13009,26.66
322.0,8.0,2015-05-29T12:00:00Z,8n38w,13009,26.72
322.0,8.0,2015-05-30T12:00:00Z,8n38w,13009,26.76
322.0,8.0,2015-05-31T12:00:00Z,8n38w,13009,26.84
90.0,8.0,2015-05-23T12:00:00Z,8n90e,23007,29.76
90.0,8.0,2015-05-24T12:00:00Z,8n90e,23007,29.69
90.0,8.0,2015-05-25T12:00:00Z,8n90e,23007,29.65
90.0,8.0,2015-05-26T12:00:00Z,8n90e,23007,29.62
90.0,8.0,2015-05-27T12:00:00Z,8n90e,23007,29.51
90.0,8.0,2015-05-28T12:00:00Z,8n90e,23007,29.59
90.0,8.0,2015-05-29T12:00:00Z,8n90e,23007,29.65
90.0,8.0,2015-05-30T12:00:00Z,8n90e,23007,29.3
90.0,8.0,2015-05-31T12:00:00Z,8n90e,23007,29.41
265.0,8.0,2015-05-23T12:00:00Z,8n95w,43301,30.430775
265.0,8.0,2015-05-24T12:00:00Z,8n95w,43301,30.270754
265.0,8.0,2015-05-25T12:00:00Z,8n95w,43301,30.187492
265.0,8.0,2015-05-26T12:00:00Z,8n95w,43301,30.101814
265.0,8.0,2015-05-27T12:00:00Z,8n95w,43301,29.801735
265.0,8.0,2015-05-28T12:00:00Z,8n95w,43301,29.971691
265.0,8.0,2015-05-29T12:00:00Z,8n95w,43301,30.188854
265.0,8.0,2015-05-30T12:00:00Z,8n95w,43301,30.162073
265.0,8.0,2015-05-31T12:00:00Z,8n95w,43301,30.180037
250.0,-8.0,2015-05-23T12:00:00Z,8s110w,32319,26.857582
250.0,-8.0,2015-05-24T12:00:00Z,8s110w,32319,26.841312
250.0,-8.0,2015-05-25T12:00:00Z,8s110w,32319,26.811367
250.0,-8.0,2015-05-26T12:00:00Z,8s110w,32319,26.783201
250.0,-8.0,2015-05-27T12:00:00Z,8s110w,32319,26.767195
250.0,-8.0,2015-05-28T12:00:00Z,8s110w,32319,26.721415
250.0,-8.0,2015-05-29T12:00:00Z,8s110w,32319,26.705656
250.0,-8.0,2015-05-30T12:00:00Z,8s110w,32319,26.70642
250.0,-8.0,2015-05-31T12:00:00Z,8s110w,32319,26.724936
235.0,-8.0,2015-05-23T12:00:00Z,8s125w,51308,27.48741
235.0,-8.0,2015-05-24T12:00:00Z,8s125w,51308,27.47406
235.0,-8.0,2015-05-25T12:00:00Z,8s125w,51308,27.445356
235.0,-8.0,2015-05-26T12:00:00Z,8s125w,51308,27.45758
235.0,-8.0,2015-05-27T12:00:00Z,8s125w,51308,27.478914
235.0,-8.0,2015-05-28T12:00:00Z,8s125w,51308,27.451162
235.0,-8.0,2015-05-29T12:00:00Z,8s125w,51308,27.425943
235.0,-8.0,2015-05-30T12:00:00Z,8s125w,51308,27.411915
235.0,-8.0,2015-05-31T12:00:00Z,8s125w,51308,27.378012
205.0,-8.0,2015-05-23T12:00:00Z,8s155w,51302,29.208204
205.0,-8.0,2015-05-24T12:00:00Z,8s155w,51302,29.3062
205.0,-8.0,2015-05-25T12:00:00Z,8s155w,51302,29.31952
205.0,-8.0,2015-05-26T12:00:00Z,8s155w,51302,29.278685
205.0,-8.0,2015-05-27T12:00:00Z,8s155w,51302,29.179659
205.0,-8.0,2015-05-28T12:00:00Z,8s155w,51302,29.175411
205.0,-8.0,2015-05-29T12:00:00Z,8s155w,51302,29.216343
205.0,-8.0,2015-05-30T12:00:00Z,8s155w,51302,29.172398
205.0,-8.0,2015-05-31T12:00:00Z,8s155w,51302,29.149233
165.0,-8.0,2015-05-23T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-24T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-25T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-26T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-27T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-28T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-29T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-30T12:00:00Z,8s165e,52007,NaN
165.0,-8.0,2015-05-31T12:00:00Z,8s165e,52007,NaN
190.0,-8.0,2015-05-23T12:00:00Z,8s170w,51310,30.090807
190.0,-8.0,2015-05-24T12:00:00Z,8s170w,51310,30.11114
190.0,-8.0,2015-05-25T12:00:00Z,8s170w,51310,30.15113
190.0,-8.0,2015-05-26T12:00:00Z,8s170w,51310,30.1602
190.0,-8.0,2015-05-27T12:00:00Z,8s170w,51310,30.119282
190.0,-8.0,2015-05-28T12:00:00Z,8s170w,51310,30.0546
190.0,-8.0,2015-05-29T12:00:00Z,8s170w,51310,30.139557
190.0,-8.0,2015-05-30T12:00:00Z,8s170w,51310,30.373476
190.0,-8.0,2015-05-31T12:00:00Z,8s170w,51310,30.165373
180.0,-8.0,2015-05-23T12:00:00Z,8s180w,52316,30.070572
180.0,-8.0,2015-05-24T12:00:00Z,8s180w,52316,30.134714
180.0,-8.0,2015-05-25T12:00:00Z,8s180w,52316,30.086193
180.0,-8.0,2015-05-26T12:00:00Z,8s180w,52316,30.030846
180.0,-8.0,2015-05-27T12:00:00Z,8s180w,52316,30.087162
180.0,-8.0,2015-05-28T12:00:00Z,8s180w,52316,30.126287
180.0,-8.0,2015-05-29T12:00:00Z,8s180w,52316,30.026325
180.0,-8.0,2015-05-30T12:00:00Z,8s180w,52316,30.118835
180.0,-8.0,2015-05-31T12:00:00Z,8s180w,52316,30.324085
330.0,-8.0,2015-05-23T12:00:00Z,8s30w,31003,28.41
330.0,-8.0,2015-05-24T12:00:00Z,8s30w,31003,28.39
330.0,-8.0,2015-05-25T12:00:00Z,8s30w,31003,28.38
330.0,-8.0,2015-05-26T12:00:00Z,8s30w,31003,28.34
330.0,-8.0,2015-05-27T12:00:00Z,8s30w,31003,28.33
330.0,-8.0,2015-05-28T12:00:00Z,8s30w,31003,28.36
330.0,-8.0,2015-05-29T12:00:00Z,8s30w,31003,28.3
330.0,-8.0,2015-05-30T12:00:00Z,8s30w,31003,28.29
330.0,-8.0,2015-05-31T12:00:00Z,8s30w,31003,28.3
55.0,-8.0,2015-05-23T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-24T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-25T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-26T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-27T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-28T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-29T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-30T12:00:00Z,8s55e,14041,NaN
55.0,-8.0,2015-05-31T12:00:00Z,8s55e,14041,NaN
67.0,-8.0,2015-05-23T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-24T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-25T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-26T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-27T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-28T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-29T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-30T12:00:00Z,8s67e,14040,NaN
67.0,-8.0,2015-05-31T12:00:00Z,8s67e,14040,NaN
80.5,-8.0,2015-05-23T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-24T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-25T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-26T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-27T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-28T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-29T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-30T12:00:00Z,8s80.5e,53005,NaN
80.5,-8.0,2015-05-31T12:00:00Z,8s80.5e,53005,NaN
95.0,-8.0,2015-05-23T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-24T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-25T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-26T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-27T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-28T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-29T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-30T12:00:00Z,8s95e,53040,NaN
95.0,-8.0,2015-05-31T12:00:00Z,8s95e,53040,NaN
265.0,-8.0,2015-05-23T12:00:00Z,8s95w,32305,26.976645
265.0,-8.0,2015-05-24T12:00:00Z,8s95w,32305,26.94276
265.0,-8.0,2015-05-25T12:00:00Z,8s95w,32305,26.925127
265.0,-8.0,2015-05-26T12:00:00Z,8s95w,32305,26.87696
265.0,-8.0,2015-05-27T12:00:00Z,8s95w,32305,26.845951
265.0,-8.0,2015-05-28T12:00:00Z,8s95w,32305,26.82643
265.0,-8.0,2015-05-29T12:00:00Z,8s95w,32305,26.811134
265.0,-8.0,2015-05-30T12:00:00Z,8s95w,32305,26.81358
265.0,-8.0,2015-05-31T12:00:00Z,8s95w,32305,26.806997
220.0,9.0,2015-05-23T12:00:00Z,9n140w,51006,28.096346
220.0,9.0,2015-05-24T12:00:00Z,9n140w,51006,27.963236
220.0,9.0,2015-05-25T12:00:00Z,9n140w,51006,28.127039
220.0,9.0,2015-05-26T12:00:00Z,9n140w,51006,28.579967
220.0,9.0,2015-05-27T12:00:00Z,9n140w,51006,28.486664
220.0,9.0,2015-05-28T12:00:00Z,9n140w,51006,28.556252
220.0,9.0,2015-05-29T12:00:00Z,9n140w,51006,28.388733
220.0,9.0,2015-05-30T12:00:00Z,9n140w,51006,28.17445
220.0,9.0,2015-05-31T12:00:00Z,9n140w,51006,28.03953
